,artist
5326,Extorsion
5327,Ventores
5328,Semente Yeshua
5329,Rambolde Campos
5330,Rafael Capaverdi
5331,Franco Levinne
5332,Speed Turtles
5333,Grupo Clareou + Grupo Revelação
5334,Atahualpa I Us Panquis
5335,RuptürA
5336,Claudette Soares
5337,Bat Macumba
5338,Garage 18
5339,Legião Urbana & Os Paralamas do Sucesso
5340,Hana Khalil
5341,Maniva
5342,Roda de Funk
5343,omega doom
5344,deds.
5345,Skkip
5346,Orchild
5347,Gizele & Canibalistas
5348,Mystical Warning
5349,Orgy of Flies
5350,Into The Corpse
5351,Spallah
5352,David Ribeiro
5353,Paulo Costa Lima
5354,Freaksoul
5355,Anderson Mota
5356,Brigada NS - O Retorno da Velha Ordem
5357,Fafá de Belém
5358,Sararás Livres
5359,Oswaldo Montenegro e Zé Ramalho
5360,Riachão e Tom Zé
5361,Mosaico Híbrido
5362,Eduardo Gil
5363,Narcotic4
5364,Vincis
5365,Claudia Amorim
5366,Banda Brilho
5367,V.N.
5368,Natiruts e DJ Marlboro
5369,The New Dave Pike Set & Grupo Baiafro In Bahia
5370,78k
5371,Solange Maria
5372,Simetria Inexata
5373,Ministério Adoração e Vida
5374,ângela carne osso & os bacanais
5375,Simon Hudson
5376,I.n.V 165
5377,Joao Renes E Reny
5378,Inventiva
5379,Ana Luiza e Luis Felipe Gama
5380,Haroldo Mauro Jr.
5381,BidÃª ou Balde
5382,Damnation City
5383,BELINE
5384,Orquestra Os Bossambistas
5385,Marcos Coelho Neto
5386,La'Glenda
5387,Bedtrip
5388,Cyro Baptista & Banquet of the Senses
5389,Banda Reggae Papagaio
5390,OS PARENTE
5391,Capoeira Cordao de Ouro - Mestre Suassuna
5392,Trio Madeira & Guests
5393,Tempero Tropical
5394,Luciano Rosa
5395,Anti-Matt3r
5396,Sua Măe
5397,D'dex
5398,Chubiduba Experience
5399,XTN102
5400,AUTOBONECO+<
5401,Toddynha
5402,Rainer Tankred Pappon
5403,Mad'am
5404,ForróNela
5405,Ruan Elias
5406,Radames Gnattali e Raphael Rabello
5407,Projeto Paiero
5408,Baden Powell & Joaquim Henriques
5409,Gustavo Magno
5410,Rogerio Botter Maio
5411,Codigo 13
5412,João Inácio e Ranúzia
5413,Staffordshire
5414,Wellington Schreiner
5415,The Kroni
5416,Angra - Fireworks
5417,Cláudia Barroso
5418,Creone E Barrerito
5419,Sun Road
5420,Suzy Darlen
5421,Sociedade Sem Hino
5422,Clovis Zimmermann
5423,Beyond Samsara
5424,ONI Ao Cubo
5425,Almaganha
5426,Araticum
5427,Keophsia
5428,Jacob do Bandolim & Radamés Gnatalli e Orquestra
5429,Grupo Vocal Coro e Osso
5430,Camélia Martins
5431,Banda F.O.
5432,Mulestia
5433,Pedro Luís and A Parede
5434,Lucelena
5435,Joã£o Bosco
5436,Marquinho Dikuã
5437,Evasão
5438,The Capoeira Twins Feat. Kae D
5439,erlon chaves & sua banda veneno
5440,Cihoze
5441,Baú Novo
5442,Banda Iza Show
5443,A Volta do Astronauta
5444,MC RK9
5445,Juarez Brasil e Grupo Os Gaudérios
5446,Off House [OH]
5447,Balakubaku
5448,Trio Pó-de-Serra
5449,Cesar Camargo Mariano/Helio Delmiro
5450,3 do Nordeste
5451,LobÃ£o
5452,Children Of Murderers
5453,Subnarcose
5454,Levittaz
5455,Panco Catanec y Los Cubaztecas
5456,Ana Cascardo
5457,Gilberto Getz
5458,Lobos do Ártico
5459,Juliette Freire
5460,Soundness
5461,Guto & Cia
5462,Shakur Since 97
5463,André Macambira
5464,Zé Ramalho & Almir Sater
5465,Reynaldo Príncipe do Pagode
5466,Mangangá
5467,Guillotin
5468,Euphorbia vs. Aire'n Terre
5469,Quebra-Mola
5470,Angelus Wardian
5471,Gore Hell
5472,Jairzinho Oliveira vs DJ Patife
5473,Vitrola Photossintética
5474,Narruassa
5475,wally haus
5476,Victor Longo
5477,"Pedroca, Seu Piston e Seu Conjunto"
5478,MARLBORO D.J.
5479,Sohaclara
5480,Jeito Sertanejo
5481,Sulfuria
5482,Teenage Lightning
5483,Vini F.
5484,Oficina de Arte
5485,ForTheWin!
5486,Nauzia
5487,Duo Esperança
5488,NordesteNato
5489,Claudio Infante
5490,Moraes e Pepeu
5491,Eletro Bilhar
5492,Monolito Project
5493,Samsara Voyeur
5494,Theatro Dos Bonecos
5495,Harry Louis
5496,Herbert Vianna & Cazuza
5497,Madre Libre
5498,BLACK COLIBRI
5499,Lana Rox
5500,Codigo 90
5501,Barra 13
5502,Severino Filho e Sua Orquestra
5503,Jorge Mautner & Celso Sim
5504,Marco Antônio Araújo
5505,Forró Collo de Menina
5506,Tomaz Miranda
5507,Fairoff
5508,Charlie Daniels Band
5509,João Mulato & Pardinho
5510,ACJazz
5511,The Stolen Eyes
5512,D' Corpo Inteiro
5513,leste da montanha
5514,Bruna Lopez
5515,Abdúla
5516,É O Tchan
5517,LUNGS_
5518,Bahtts
5519,Djavan/Mariazinha
5520,Irineu de Almeida
5521,Santo Laguna
5522,Kennereth
5523,K-Ximbinho e seu Conjunto
5524,Carlo Pianta
5525,Carlos Lyra & Quarteto de Oscar Castro Neves
5526,Mãe Serpente
5527,Skamaleões
5528,Higher Land
5529,João Gilberto & Milton Banana
5530,Rogerio Maudonnet
5531,Atahualpa Y Os Panques
5532,Theo Henrique
5533,Reco do Bandolim & Choro Livre
5534,Capitão Aveia
5535,P.T.E. Order
5536,Faith Blast
5537,Tázia
5538,Wendel Wonka
5539,Arkanger
5540,Emilio Escobar
5541,Fineias Nelluty
5542,"Dexter, Função e Gog"
5543,Gisele Santana
5544,Mystic Atrocity
5545,Bleeding For My Enemies
5546,Circuladô de Fulô
5547,Gabriele Mirabassi & Guinga
5548,Xis4
5549,Marcos Leite
5550,Andre Rafael
5551,The Samba Project
5552,aninha ansiedade e sua banda fantasma
5553,Afrofuturismo
5554,IDIS
5555,cabaret café
5556,Dee Bufato
5557,Rosiane Pinheiro
5558,Aldemaro Romero
5559,Augusto Piccinini
5560,nick x)
5561,Ignácio Parreiras Neves
5562,Banda Rodeio
5563,PaWil
5564,Nosso Ódio Irá Atacar - N.O.I.A.
5565,G.R.E.S. Império do Papagaio
5566,MC Kaslu
5567,Juninho Batata
5568,Hollocausto Anti-Sistema
5569,Mônica San Galo
5570,Syd Vinícius
5571,Blue Rovers
5572,Pregador Luo e Apocalipse 16
5573,Luiza Ghoul
5574,Supernovavida
5575,Cláudio Joseh
5576,Jiw
5577,Orizzonti Sexteto
5578,Jasper
5579,Otacílio Melgaço
5580,A Industrya vs Hatech
5581,Elisson Castro Oficial
5582,DJ Koloral
5583,Projeto durmo embaixo
5584,R.U.S.
5585,Dojô
5586,षलकभगत
5587,The Black Falcons
5588,César Mariano & CIA.
5589,Luís Vagner
5590,Jeziel Lopes
5591,Laboratório S.P.
5592,Projeto Lise
5593,O Terço
5594,Enttropia
5595,Bolão e Seus Rockettes
5596,Aniceto E Campolino
5597,Domingos Simões da Cunha
5598,Cpt. Benny David
5599,Ácido Sinfônico
5600,Os The Los
5601,Bleakstar
5602,Crematory (BRA)
5603,Luiz Alves
5604,Sergio Meireles
5605,Chandra E O Outro Bando Da Lua
5606,Sociedade dos Roqueiros Mortos
5607,Clara Sverner E Paulo Moura
5608,Dj Cremoso & 14 Bis
5609,Mestre Barrão e burgues
5610,Ferrorama
5611,Sades
5612,The Waterspouts
5613,Evil Cult
5614,Sérgio Mendes
5615,Os Versáteis
5616,Verônica Decide Morrer
5617,Jenny Chi & ChiBossa
5618,Tribo de Jah & Fauzi Beydoun
5619,Luciano Abruzez
5620,Ministério de Louvor Nova Jesusalém
5621,Jayaci
5622,Tom & Lopes™
5623,XPTO
5624,Over C
5625,Lupside
5626,Rainhas Do Norte
5627,André Arrais; Tiago Arrais
5628,Raízes Do Peló
5629,"Som Imaginário, Zé Rodrix & Taiguara"
5630,Roberto de Regina
5631,Genaro E Bebeto Di São João
5632,Paralamas e Titãs
5633,Sexteto Radames Gnattali; Luiz Bandeira; Edu
5634,Ana Maria Brandão
5635,Casablanca Rock
5636,Os Guaipecas
5637,Tiberius Project
5638,Eduardo Seincman
5639,The Big Fun Mustache
5640,ordep lemos
5641,Massacre Bestial
5642,Hiso
5643,snorks
5644,Duo Caramuru/Baldanza
5645,Abhorred Devil
5646,Wiliam Koester
5647,Edson Maciel
5648,Batistella
5649,ASCØ
5650,Harrington 69
5651,Nonato do Brasil
5652,Causas Naturais
5653,Referência Jovem
5654,Cunhã
5655,Manuel Filho
5656,W E N D E L C Z R ®
5657,Choque Térmico
5658,Carmen Miranda e Aurora Miranda
5659,Deize Tigrona
5660,Milton Nascimento
5661,Normando & Quarteto de Oscar Castro Neves
5662,Leandro Goulart Experiment
5663,Os Brasas da Marambaia
5664,Tao do Trio
5665,Insidream
5666,Los Encarnados
5667,BRENDA MELO
5668,Envoid
5669,One Hour Later
5670,Mira Gem
5671,Deuler
5672,Orbis Daemonium
5673,Zimbo Trio
5674,MoralMix
5675,Cesar Camargo Mariano Y Pedro
5676,Trieb (Brazil)
5677,Marcello Furtado
5678,The Lira
5679,Chico Feitosa & Quarteto de Oscar Castro Neves
5680,Pery Ribeiro
5681,HarukaEX Infection
5682,Rodrigo Gomes
5683,Kaio Deodato
5684,EQUIPAMENTO DA OAKLEY
5685,Fatinha Marques
5686,In Hora Mortis Meae
5687,Dinho Absoluto
5688,The Weapon They Fear
5689,Marca Do Sul
5690,Iyexá!
5691,Celia Malheiros
5692,Luna Glamn
5693,MC's Bryan e RL
5694,José Gonçalves “Zé da Zilda” & Conjunto Regional de Donga w/ Pixinguinha
5695,Beanicekid
5696,Leo Rios
5697,The Good Neighbors Jazz
5698,João Mello (partipação especial do Tamba Trio)
5699,Acadêmicos da depressão
5700,Os Juvenis
5701,Paulinho Camafeu
5702,Iluminights
5703,Marcelino Cardoso
5704,Desaire
5705,Gatos no Telhado
5706,Márcia Short
5707,Engenheiros Do Hawaii
5708,Ingovernáveis
5709,Lula Côrtes e Zé Ramalho
5710,Biquini Frejat Capital JQuest
5711,Banda Desejo
5712,Damião Experiença
5713,Isis Lemos
5714,Moroni Cruz
5715,Nowhere To Sleep
5716,Loyce E Os Gnomes
5717,Nando D'ávila
5718,Fukkmaker
5719,Minoria Positiva
5720,Enquanto Houver Amanhã
5721,Bonecos Imóveis
5722,Livre Arbitrio
5723,MARIANA MESMO
5724,Rejane Flores
5725,†unloving†
5726,Mandarinas
5727,Soul for sale
5728,Toni Vestane
5729,Anflagia
5730,Fernanda de Lima
5731,"Isaura Garcia, Walter Wanderley"
5732,Mamonas Assassinas
5733,Todo o Elenco
5734,Rodolfo Theodoro
5735,Superego Elvis
5736,Os ilhonas
5737,Subinfected
5738,Szbuta Soroh
5739,Transamba
5740,ASSECLA
5741,Orquestra Brasileira de Música Jamaicana
5742,Slit Theory
5743,"Bruna, Chiara & Pato"
5744,Segredos de Maio
5745,Jorge Ben Jor e Caetano Veloso
5746,Severino Araújo e Sua Orquestra Tabajara
5747,Bil Bel Quarteto
5748,Blue Hell
5749,Teteco dos Anjos
5750,Dreammasters
5751,Os Grilos
5752,Breculê
5753,Fats Elipidio
5754,Bichano Da Massa
5755,Mc Sheikinho
5756,Alpha Capella
5757,Grupo Terra
5758,Forró Pop
5759,Beija-Flor & Treme-Terra
5760,Giancarlo Ruffato
5761,Hey Doc!
5762,Lex K
5763,Carmen Silva
5764,Witchlust
5765,SAB3LO
5766,Chico Buarque
5767,Sactor
5768,Duda Monteiro
5769,Pedro Toledo
5770,Capricornian
5771,walter levita
5772,Supersoniques
5773,Oswaldir e Carlos Magrao
5774,Caio Langlois
5775,Kaleido
5776,Mike Santos
5777,COLÔNIA
5778,Jorge Ben e Ivete Sangalo
5779,Coral Delgado
5780,Conde & Dracula
5781,Carnage Inc
5782,Os milagrosos Decompositores
5783,Zeca Baleiro
5784,Aracy Cortes E Clementina De Jesus
5785,ears for Freedom
5786,Cóccix
5787,Bij Sadhana Project
5788,Any Life
5789,Vehement Storm
5790,Ivete Sangalo e Demônios da Garoa
5791,Keren Silveira
5792,Tasto
5793,DJ Curinga
5794,"Yo-Yo Ma, Egberto Gismonti"
5795,Odisséia
5796,Holocaust Winds
5797,Maligun
5798,Mystical End
5799,Recuperação Terapêutica
5800,Agressor (Brazil)
5801,Rocktail
5802,Irmãos Divino
5803,Rádio Click
5804,Feijão de Corda
5805,Ana Lucia & Quarteto de Oscar Castro Neves
5806,Hell Files
5807,Hell Reaper
5808,A Prophecy
5809,Mike Falcao (Walter Wanderley)
5810,Família Dinossauro
5811,Dimensão 5
5812,Ouvidos Alheios
5813,Sonia Monteverde
5814,Crimson Dawn Project
5815,Silentio Mortis
5816,Jair Claudino
5817,Criolo E Seresteiro
5818,Lucas Paio
5819,Felipe Bellintani
5820,Pixinguinha / Clementina De Jesus / João Da Bahiana
5821,Lippe Rhier
5822,Morte Negra
5823,NOSSO ODIO IRA ATACAR
5824,O Gênio
5825,War Mind
5826,Elker's
5827,Djavan
5828,Tião Carreiro and Pardinho Com Leandro and Leonardo
5829,Rodrigo Farah | Silvio Depieri
5830,Daniel Viola
5831,Metalwar
5832,Quarteto em Cy e Chico Buarque
5833,Jacob do Bandolim e Radames Gnattali
5834,Dalvaros e Seu Esquadrao do Samba
5835,Johnny Alf
5836,Identity & N-Phonix
5837,Mc Oldi
5838,Banda Techno Show
5839,Da Lata
5840,Shaneihu
5841,Front Attack Line
5842,Um Som
5843,Dj Koiti & Oliver E.
5844,Ana Flor
5845,Radames Gnattali & Orquestra
5846,Go Tango
5847,Paulinho Baterista
5848,Agridoce
5849,Irmãs Pagãs
5850,Sangrenta
5851,The Capoeira Twins ft. Kae Dee
5852,El Bocón
5853,Rogério Rangell
5854,Olmir Stocker
5855,Anarcóticos
5856,Zuzu MZS
5857,THIAGO PINHEIRO
5858,Jayme Vogeler
5859,Candeliere
5860,Dj Zebrinha
5861,"Ze', Tom"
5862,Douglas Aguiar
5863,Olivia Hime & Dory Caymmi
5864,Farois Acesos
5865,Serge Gainsbourg
5866,Ribamar & Seu Conjunto
5867,axasdas
5868,The Stinky Dwellers Of The Hottest Hell
5869,Marcel Zero
5870,NAPALM CHILD
5871,Riachão e Claudete Macedo
5872,Txai Brasil
5873,Mind Shit Noise
5874,Eyes of Gaya
5875,Pai Profeta
5876,Quarteto Maravilha
5877,Terrorcídio
5878,Mc´s cidinho e doca
5879,Antônio Carlos & Jocafii
5880,Claudio Nucci e Zé Renato
5881,Tribo do Batidão
5882,Psicodrama
5883,Unie Rock
5884,Tenório Junior
5885,Desacordos
5886,Orla Norte
5887,Antônio José da Silva
5888,THE VASSOS
5889,Zero segundo
5890,V.A. MM Rolling stone
5891,Samba Nonsense
5892,Banda La petra
5893,gabriel christian
5894,hype quino
5895,Negritude Junior
5896,Electric Mooker
5897,"Cristina Buarque, Samba de Fato"
5898,Llnd
5899,Patrício Teixeira
5900,Filha Solteira
5901,Almirante e Bando de Tangarás
5902,João da Bahiana & Janir Martins
5903,Jim Tomlinson
5904,Marcelus Villaça
5905,Podridão da Sangrenta Caatinga
5906,Nelson Cavaquinho - Candeia - Guilherme de Brito - Elton Medeiros
5907,Cristiano Araújo
5908,Paulo Moura & Soloists
5909,AllKinFive
5910,"Dj Marky, Dj Patife, Esom"
5911,Pixinguinha & Jararaca
5912,Baracho e Imperial
5913,DriveCOre
5914,Edu Lobo; Maria Bethânia
5915,Nando Chá
5916,Ministério de Louvor Viver Bem
5917,Bambix And Nitrominds
5918,Scarpan
5919,BossaCucaNova (Barzilian Groove)
5920,Nelson Pereira
5921,Anônimos da Sociedade Underground
5922,MC BALAKINHA E MC DANNY
5923,Astrud Gilberto
5924,Fabrizio di Sarno
5925,Ton E Sérgio
5926,Tião Carreiro and Pardinho Com Zezé Di Camargo and Luciano
5927,Ósculos Findados Foram
5928,Grupo Pentagrama
5929,Cidadão Instigado
5930,Fernando Rocha & Nonato Luiz
5931,Leon Spiandorelli
5932,Banda Rhevan
5933,Dogma - Saint Tread of Hate
5934,Fernando Mattos
5935,Lolita Rodrigues
5936,Tessalia
5937,Mônica Agena
5938,Sorriso Certo
5939,Black Jack Saints
5940,Hans Zeh
5941,Primux - 8
5942,"Gilberto Gil, Caetano Veloso,"
5943,Flavor Boys
5944,APOCALIPSE 16 + WG (CONSCIENCIA HUMANA)
5945,BAFFO
5946,Mike Falcão e Seu Conjunto
5947,Francisco Alves Com Acomp De Orquestra
5948,Carmen Miranda e Sílvio Caldas
5949,Efeito Cola
5950,Fogo Fátuo
5951,Líder-Seguidor
5952,OS Cincos-Pados
5953,Gus Ferla
5954,Felipe Tancini
5955,Reattor
5956,Possuído Pela Preguiça
5957,"Mickey Hart, Airto Moreira & Flora Purim"
5958,Gabrielz
5959,V.A.I.N.
5960,Suba
5961,Mary Ann cotton Attacks!
5962,Hey Lucy
5963,Monstruário
5964,New Frenéticas
5965,Os Piratas do Hawaii
5966,Camila Nakano
5967,Joazeiro e Leiguinho
5968,Mé Maior
5969,Alcyvando Luz
5970,Amigas de Plástico
5971,Egberto Gismonti & Nana Vascon
5972,True Illusion [BRA]
5973,Guig Guetto
5974,PIGARRO
5975,Caravana de Marte
5976,LISBOTTO
5977,Wagner Barbosa e Paula Mirhan
5978,Rodrigo Maia
5979,Ceiffador
5980,Concavidade pra Cima (CPC)
5981,the dirty cash
5982,Ibã Huni Kuin & Marco Scarassatti
5983,The Tryers
5984,Identity & Prode
5985,Guilherme Ribeiro E Mateus Sartori
5986,Arthurzinho
5987,Onessimo Gomes
5988,Papadu
5989,Replace; Fake Number; Hevo84; Gloria; Vowe
5990,Sambass 4
5991,Maurício Mattar
5992,Ton HYLL
5993,Social Mirror
5994,Vermis Mortem
5995,Nível 1
5996,Mauk E Os Cadillacs Malditos
5997,Altamiro Carrilho E Kiko Horta
5998,Warning Zone
5999,Nebulah Mist
6000,grupo rebenque
6001,biá krieger
6002,Mushroom Storm
6003,Luisa Theilacker
6004,CD 2 - PARAÍBA
6005,V is for Victory
6006,Bang Loko Sound
6007,Sepultura & O Rappa
6008,The Gins!
6009,"Ivo Perelman, Gordon Grdina, Hamin Honari"
6010,Marianna Subtil
6011,Valorem
6012,"Luizinho, Limeira e Zezinha"
6013,Fora Parte
6014,Os Paulo Renjes
6015,Géronimo
6016,Regional Asa Branca
6017,Indio (Trance)
6018,Feitiço da Vila
6019,Gasper Lawal
6020,Bode Samurai
6021,Dona Imperatriz
6022,Batanga & Cia.
6023,rapazes de vida fácil
6024,J. Gevaerd & Os Supernaturais
6025,Megaphony
6026,Bora Barão
6027,Liu & Leo
6028,NEXTASS
6029,Fernando Martins Trio
6030,Ari Santos
6031,Sérgio Mendes & Brasil '66
6032,Expedição Gatos Atômicos
6033,Pacto 4
6034,Banda do Coco
6035,Almirante e pixinguinha
6036,Ana Flavia
6037,Banda M Sync
6038,1969 Brazilian Cast of Hair
6039,Maria Izabel
6040,Le Psiquê
6041,Garotões Do Forró
6042,Iá
6043,MonstroMonstro
6044,Mr Ze
6045,Móveis Coloniais de Acaju
6046,Lotus Aurea
6047,Gezi Monteiro
6048,Fierce Fire
6049,Antenafobia
6050,Na Paz De Jah
6051,Leonardo Mendes
6052,Sub-Traídas
6053,Luiz Eca e Vitor Assis Brasil
6054,Salão Fígaro
6055,DEVOIDhere
6056,Arthur Rezende
6057,Filhos da revolta
6058,"Original music from Goa, India."
6059,Jose Mauricio Nunes Garcia
6060,Meias Descoloridas de Jackobison
6061,vinco.
6062,Sopro Do Inferno
6063,Mc Klaudir Playson
6064,Orlando Garcia
6065,DJ Sapinho
6066,Ghouls 'N Eggs
6067,José Maria Xavier
6068,Choral Quartet of Orfeão Villa-Lobos
6069,Patrícia Mendes
6070,Incurse
6071,Sepá Samba
6072,Asas da Profecia
6073,Dick Johnny
6074,Celebração Fúnebre
6075,"Egberto Gismonti, Nana Vasconcelos and Hermeto Pascoal"
6076,chiquinho e seu conjunto
6077,Voz Em Fúria
6078,Everson Bernardes
6079,Choro Allstars
6080,Marco Campos
6081,David Basílio
6082,DJ PH ORIGINAL
6083,Ao Invés
6084,Se Ela Quisesse
6085,Banda Etna
6086,Juninho Abrão
6087,Cão do Inferno de Quaresma
6088,Carol Azevedo
6089,B.W. Stevenson
6090,TOTAL FLEX
6091,Banda Feitiço da Lua
6092,Paulo Moura
6093,Rauzito e Os Panteras
6094,Jorginho Amorim
6095,Armando Marçal & Bide
6096,Odalheim
6097,Hamilton de Holanda Quinteto & Orquestra Brasilianos
6098,Vorticis
6099,Kuttet
6100,The abX
6101,Heil Chuck
6102,DM³
6103,Fagner e Marinês
6104,Ciranda Cultural
6105,Disharmony Intent
6106,Sérgio Fialho
6107,Da Cor Do Carvão
6108,Nana Caymmi e Cesar Camargo
6109,Dose Extra
6110,V.U.L.G.A.R.
6111,The Supersonic Paradox
6112,Grupo de Serestas João Chaves
6113,Atraque
6114,Taís Salles
6115,Cristiano Marques
6116,"Luiz Marenco, Evair Gomes, Juliano Gomes e Fernando Soares"
6117,DIEREST
6118,Valentina Caran
6119,Carlos Lyra & Leila Pinheiro
6120,Dimas Soares
6121,Elis Regina
6122,Belzeenefh
6123,Noel Rosa de Oliveria
6124,Ozi dos Palmares
6125,Catireiros de Nova Odessa
6126,Ozmar Motta
6127,Sônia Rosa with Yuji Ohno
6128,Nicolas Krassik & Chico Chagas
6129,Cravo Caramelo
6130,Gil Leone e Marcelo
6131,King Void
6132,Jamblabers
6133,Elson Rodrigues
6134,"Zeca Baleiro, Chico César, Lenine & Paulinho Moska"
6135,Krapp's Last Tapes
6136,Uncle Butcher & His Oneman Band
6137,depois da guerra
6138,Social Disparity
6139,Pablo & Asas Livres
6140,Jefx
6141,Jam Thieves & Current Value
6142,Suvaco de Cobra
6143,Drakland
6144,Thunderbird e Devotos D.N.S.A.
6145,Exalta Rei!
6146,R.D.O
6147,Destroçus
6148,Alceu Valença & Elba Ramalho & Geraldo Azevedo & Zé Ramalho
6149,Pedrinho Mattar
6150,Shadowrath
6151,Mizuho Lin
6152,バランサ
6153,Bernardo Barros
6154,Cássia Maria
6155,Descoletivo
6156,Bad Mood Bears
6157,Lustfer
6158,Paranóia
6159,pkou
6160,Sasha Kruger
6161,Marcos António da Fonseca Portugal
6162,ＤＲＡＭＡ
6163,Hardegon
6164,Abadom
6165,Bettina e Eddy Marcos
6166,KIKO E KIKA
6167,Wanda Sá & Celia Vaz
6168,Banda Totalmix
6169,Ana Carolina & Seu Jorge
6170,Zezé Gonzaga & Baden Powell
6171,Du´Casco
6172,Wolf Mind
6173,Banda Eva - www.studiohits.us
6174,Sinfonica CFN
6175,Dj Matheus Silva
6176,Academia do Medo
6177,O Plexo Solar
6178,Save Your Ass
6179,Livith.
6180,Santinha e Misael
6181,Jeff Moura
6182,This man e os Sem Cueca
6183,Bossa in Roll
6184,Tião Carreiro and Carreirinho
6185,Objeto Direto
6186,Leal Brito e Orquestra
6187,Nestor Pedocchi
6188,Mário Reis e Lamartine Babo
6189,Evilwar
6190,Campello
6191,Juremas
6192,Gorefilia
6193,Urban Honey
6194,Hecate (Brazil)
6195,Medo da Noite
6196,João Donato e Seu Conjunto
6197,Moreno + 2
6198,A Lei
6199,Linha 12
6200,Ruy Rey
6201,D'Jeff SORATH
6202,Flavinha & Léo
6203,Happy Cow
6204,Ecos & Sussurros
6205,Luis Resquin
6206,Dôdi
6207,Dis-Ordher
6208,actemia
6209,Rakell Sa
6210,Damiăo Experiença
6211,Lebre de Março
6212,"Dom Junior, Seu Conjunto E Seu Sax Maravilhoso"
6213,"Tephra, Arkoze & nCamargo"
6214,Caju com Mel
6215,My Only Shirt
6216,Nabis Collective
6217,Bandock
6218,Amoda
6219,Terno Verde de Atibaia
6220,sabiá Sensível
6221,Os Intratáveis
6222,Verde e Amarelo
6223,Janete Leão
6224,Rainny Days
6225,Teiniaguá
6226,Ministério Luz
6227,Wehrmacht kommand
6228,João da Bahiana & Janir Martins w/ Pixinguinha
6229,Jararaca & Ratinho w/ Regional & Laurindo de Almeida
6230,Idol Standard
6231,MC4+
6232,Lorez
6233,Armando Pittigliani
6234,Mário Augusto
6235,Edu Pereira
6236,Hot Sweat
6237,Ácido Francis e os Poetas Mudos
6238,Trancos e Barrancos
6239,Chico Correa & Electronic Band
6240,Lucas Bacelar
6241,9º Andar
6242,Cranium Basher
6243,Páginas em Rubro
6244,Avattar
6245,Eduardo Conde & Joyce
6246,aviação soviética
6247,Aline Moraes e Vagner Moura
6248,Anhanga
6249,Nuclear Frog
6250,Johnny Fuzz
6251,ROGER ROCHA MOREIRA
6252,Mauro César & Conjunto Regional de Donga w/ Pixinguinha
6253,Primo Quinteto
6254,Traidores a Bordo
6255,Mc Troia e Mc Metal
6256,Brankelo
6257,Pullnox
6258,Mauricio Maestro Feat. Nana Vasconcelos & Kay Lyra
6259,Ayne
6260,Janaina Bianchi
6261,Neogenese
6262,Danilo Alba
6263,All Right HC
6264,Ananda Zambi
6265,Sebastião da Silva
6266,Shirley Melo
6267,Padre Reginaldo Manzoti
6268,Jovens Ainda
6269,Renata Adegas
6270,Atraso de Vida
6271,Carlos Zimbher
6272,Vômitos e Náuseas
6273,Cordas Vocais
6274,Luiz Fernando e Zé Miguel
6275,decooy
6276,Fabio Caiaffa
6277,Álvaro Junior
6278,Roberto Menescal & Quarteto de Oscar Castro Neves
6279,Domingos Caldas Barbosa
6280,Jonas Sulzbach
6281,brazilian contemporary classic music
6282,"Conjunto Ajiruteua, de Marapanim"
6283,Melodia Alternativa
6284,Sílvio Mazzuca
6285,Hernani De Alvarenga
6286,Shot On God
6287,Padua
6288,Hattred
6289,Daniel Amaral
6290,Na Roda
6291,Feira Elétrica
6292,Mad Mother's
6293,Αλέξης Παρχαρίδης/Χριστόφορος Κοσμίδης
6294,Macacos Nucleares
6295,DJ Rodrigo Pensk
6296,Streets of Caxias
6297,Chico & Bethania
6298,Cartola w/ Mangueira pastoras & percussionists & Aluísio Dias (guitar)
6299,Januário De Oliveira
6300,Kaleidoscopio/カレイドスコーピオ
6301,Tarrabazza
6302,Quarteto Em Cy E Tamba Trio
6303,José Pedro Pontual
6304,DJ Leandro Kloppel
6305,South American Buffalos
6306,Dj Cremoso & Friends
6307,The Johnnys
6308,m3r3triz3s
6309,Grupo Cordão de Ouro
6310,Agora 4
6311,Nocturnal Fog
6312,Banda Djavú
6313,Kebra Kadeira
6314,Ordem Marinha
6315,PERJÚRIO
6316,Autssai
6317,Lenine
6318,Under Death
6319,Fogueira das Rosas
6320,Carlos & Alessandro
6321,Padre José Maurício Nunes Garcia
6322,Toque De Simplicidade
6323,"Jacob Do Bandolim, Orlando Silva & Época De Ouro"
6324,Rurales Trio
6325,Felipe Zampa
6326,The blue tomato
6327,Teofilo Lima
6328,Bossa Tres/Pery Ribeiro/Leny Andrade
6329,Beta1
6330,artur Cardoso
6331,"Dorival Caymmi, Vinícius de Moraes e Quarteto em Cy"
6332,Saia eletrica
6333,No Blest
6334,Marco Brasil / Gian and Giovani
6335,Imminet Attack
6336,Maurilio de Oliveira
6337,Renascer do Samba
6338,Banda ARK e Banda Batidão
6339,Thiago Coiote
6340,Lucas Soares
6341,Leonardo Moreno
6342,Daniela Rezende
6343,Marcelo Mendes & Os Bacanas
6344,Hermes Aquino
6345,Eu e Sofia
6346,Os The Putados
6347,Vicente Tristão
6348,Retrato Falado
6349,Affected Youth
6350,Os Diferentes
6351,Fábio Pop
6352,evellyn
6353,Sob Resistência
6354,Project Wewelsburg
6355,Gutnic
6356,Valmir Vignolli
6357,Bugchips
6358,Circle of Noose
6359,Jessé e Nelson Gonsalves
6360,Patricia Pillar
6361,The Gratis
6362,Desordem
6363,BTK & Friske
6364,Lenine & Yusa
6365,Cavalera Conspiracy
6366,Os Mauricinhos Do Forró
